season,round,pick,team,pfr_player_id,pfr_player_name,position,college,allpro,probowls,seasons_started,games,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_2pt_conversions
2022,4,107,HOU,PierDa01,Dameon Pierce,RB,Florida,0,0,1,28,371,1371,6,4,2,69,0,43,56,266,1,0,0,3,292,10,0
2022,4,122,LVR,WhitZa01,Zamir White,RB,Georgia,0,0,0,32,153,623,1,2,2,25,0,20,25,114,0,0,0,-10,124,5,0
2022,4,123,LAC,SpilIs00,Isaiah Spiller,RB,Texas A&M,0,0,0,15,55,137,0,0,0,3,0,9,9,47,0,0,0,-15,62,1,0
2022,4,127,NWE,StroPi00,Pierre Strong,RB,South Dakota St.,0,0,0,33,76,396,2,1,1,16,0,15,20,119,0,0,0,8,140,5,0
2022,4,131,TEN,HaskHa00,Hassan Haskins,RB,Michigan,0,0,0,16,28,104,0,0,0,6,0,11,12,57,0,0,0,-6,58,2,0
2022,5,151,ATL,AllgTy00,Tyler Allgeier,RB,BYU,0,0,0,34,415,1824,7,0,0,98,1,35,41,344,2,0,0,-49,391,15,1
2022,5,154,JAX,ConnSn00,Snoop Conner,RB,Mississippi,0,0,0,8,12,42,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2022,5,156,CLE,FordJe00,Jerome Ford,RB,Cincinnati,0,0,1,31,250,987,5,0,0,43,1,58,80,392,5,0,0,37,394,19,0
2022,5,164,LAR,WillKy02,Kyren Williams,RB,Notre Dame,0,1,1,23,330,1508,16,2,1,85,1,51,71,349,4,1,1,24,419,16,0
2022,5,169,MIN,ChanTy01,Ty Chandler,RB,North Carolina,0,0,0,21,133,593,3,0,0,26,0,24,28,184,0,0,0,-50,234,9,0
2022,6,183,NWE,HarrKe01,Kevin Harris,RB,South Carolina,0,0,0,9,34,117,2,0,0,5,0,3,3,58,0,0,0,-1,59,2,0
2022,6,196,BAL,BadiTy00,Tyler Badie,RB,Missouri,0,0,0,1,11,86,0,0,0,4,0,2,2,26,1,0,0,-5,31,1,0
2022,6,201,ARI,IngrKe01,Keaontay Ingram,RB,USC,0,0,0,20,62,134,1,0,0,8,0,8,9,47,0,0,0,-16,63,2,0
2022,6,203,CHI,EbneTr00,Trestan Ebner,RB,Baylor,0,0,0,17,24,54,0,0,0,2,0,2,8,8,0,0,0,8,-1,0,0
2022,7,250,LVR,BrowBr06,Brittain Brown,RB,UCLA,0,0,0,6,,,,,,,,,,,,,,,,,
2022,7,251,KAN,PachIs00,Isiah Pacheco,RB,Rutgers,0,0,2,32,527,2410,17,6,4,119,0,82,90,553,2,0,0,-175,762,27,0
2022,7,260,LAC,HorvZa00,Zander Horvath,RB,Purdue,0,0,0,15,4,8,0,0,0,2,0,5,8,8,2,0,0,6,1,2,0
2021,1,24,PIT,HarrNa00,Najee Harris,RB,Alabama,0,1,3,52,913,3544,22,4,2,167,0,155,199,910,6,2,2,80,936,48,0
2021,1,25,JAX,EtieTr00,Travis Etienne,RB,Clemson,0,0,2,35,553,2468,19,4,4,125,3,106,135,860,1,2,1,-47,960,43,0
2021,2,35,DEN,WillJa10,Javonte Williams,RB,North Carolina,0,0,1,38,491,1933,7,4,3,104,1,116,144,697,5,1,1,-135,844,28,1
2021,3,88,SFO,SermTr00,Trey Sermon,RB,Ohio St.,0,0,0,26,82,362,2,0,0,20,0,7,11,46,0,0,0,22,30,1,0
2021,4,107,NYJ,CartMi03,Michael Carter,RB,North Carolina,0,0,2,45,291,1228,7,1,1,52,0,101,140,714,1,1,1,98,702,34,0
2021,4,119,MIN,NwanKe00,Kene Nwangwu,RB,Iowa St.,0,0,0,37,27,88,0,0,0,4,0,6,7,30,0,0,0,-6,40,1,0
2021,4,120,NWE,StevRh00,Rhamondre Stevenson,RB,Oklahoma,0,0,1,42,559,2516,16,7,3,131,0,130,169,830,1,3,1,8,949,26,0
2021,4,126,CAR,HubbCh01,Chuba Hubbard,RB,Oklahoma St.,0,0,1,50,542,2172,12,1,1,129,0,87,108,645,2,2,0,-46,695,27,0
2021,5,150,PHI,GainKe00,Kenneth Gainwell,RB,Memphis,0,0,0,50,246,1093,12,4,2,69,2,103,136,741,2,0,0,191,686,36,0
2021,6,194,SFO,MitcEl00,Elijah Mitchell,RB,Louisiana,0,0,0,27,411,1760,11,0,0,88,0,37,44,240,2,0,0,-38,272,14,0
2021,6,196,NYG,BrigGa00,Gary Brightwell,RB,Arizona,0,0,0,37,42,174,1,0,0,10,0,11,16,92,0,0,0,2,93,6,0
2021,6,198,LAC,RounLa00,Larry Rountree,RB,Missouri,0,0,0,16,49,106,1,0,0,5,0,3,4,13,0,0,0,-18,31,1,0
2021,6,202,CIN,EvanCh02,Chris Evans,RB,Michigan,0,0,0,34,21,102,0,0,0,3,0,20,24,191,3,0,0,125,124,9,0
2021,6,211,CLE,FeltDe00,Demetric Felton,RB,UCLA,0,0,0,24,8,20,0,0,0,0,0,20,25,189,2,0,0,25,212,10,0
2021,6,217,CHI,HerbKh00,Khalil Herbert,RB,Virginia Tech,0,0,1,43,372,1791,9,0,0,78,1,45,61,291,2,1,1,-19,326,17,0
2021,7,233,LAR,FunkJa00,Jake Funk,RB,Maryland,0,0,0,20,6,20,0,0,0,0,0,1,1,12,0,0,0,0,12,1,0
2021,7,244,MIA,DoakGe00,Gerrid Doaks,RB,Cincinnati,0,0,0,,,,,,,,,,,,,,,,,,
2021,7,256,GNB,HillKy00,Kylin Hill,RB,Mississippi St.,0,0,0,10,11,31,0,0,0,2,0,1,2,5,0,0,0,-3,7,0,0
2021,7,257,DET,JeffJe00,Jermar Jefferson,RB,Oregon St.,0,0,0,7,15,74,2,0,0,4,0,4,5,23,0,0,0,1,21,2,0
2020,1,32,KAN,EdwaCl00,Clyde Edwards-Helaire,RB,LSU,0,0,1,48,480,2065,13,3,3,100,0,98,135,808,7,0,0,-57,891,40,1
2020,2,35,DET,SwifDA00,D'Andre Swift,RB,Georgia,0,1,1,57,640,2831,23,4,2,133,1,205,268,1490,8,5,2,99,1652,61,1
2020,2,41,IND,TaylJo02,Jonathan Taylor,RB,Wisconsin,1,1,3,54,997,4921,44,8,6,280,0,128,163,1018,4,2,0,-194,1226,37,0
2020,2,52,LAR,AkerCa00,Cam Akers,RB,Florida St.,0,0,1,36,527,2027,13,6,6,98,0,51,64,458,2,0,0,134,419,20,1
2020,2,55,BAL,DobbJK00,J.K. Dobbins,RB,Ohio St.,0,0,0,25,308,1804,15,2,0,88,1,42,53,279,2,0,0,36,269,13,1
2020,2,62,GNB,DillAJ00,AJ Dillon,RB,Boston Col.,0,0,0,60,,,,,,,,,,,,,,,,,
2020,3,66,WAS,GibsAn00,Antonio Gibson,RB,Memphis,0,0,2,62,679,2817,22,7,4,159,1,178,220,1302,7,5,4,14,1340,59,0
2020,3,76,TAM,VaugKe00,Ke'Shawn Vaughn,RB,Illinois,0,0,0,43,125,458,3,1,1,22,0,16,30,90,1,1,1,23,77,4,0
2020,3,86,BUF,MossZa00,Zack Moss,RB,Utah,0,0,0,54,525,2233,16,1,1,125,0,87,115,618,4,2,1,64,598,35,1
2020,3,93,TEN,EvanDa02,Darrynton Evans,RB,Appalachian St.,0,0,0,19,63,247,1,0,0,15,0,12,19,120,1,0,0,-18,144,6,0
2020,4,112,LAC,KellJo01,Joshua Kelley,RB,UCLA,0,0,0,54,327,1168,6,4,4,62,0,51,67,327,0,0,0,55,335,14,0
2020,4,120,NYJ,PeriLa00,La'Mical Perine,RB,Florida,0,0,0,17,94,340,2,0,0,22,0,14,20,96,0,0,0,28,99,4,0
2020,4,124,PIT,McFaAn00,Anthony McFarland Jr.,RB,Maryland,0,0,0,17,,,,,,,,,,,,,,,,,
2020,4,144,SEA,DallDe00,DeeJay Dallas,RB,Miami (FL),0,0,0,62,118,481,4,0,0,30,0,61,71,396,1,1,0,36,377,15,0
2020,5,172,DET,HuntJa01,Jason Huntley,RB,New Mexico St.,0,0,0,6,18,70,0,0,0,3,0,1,3,0,0,0,0,-1,1,0,0
2020,7,222,ARI,BenjEn00,Eno Benjamin,RB,Arizona St.,0,0,0,24,115,439,3,0,0,18,1,33,43,261,0,0,0,-50,313,16,0
2020,7,245,TAM,CalaRa00,Raymond Calais,RB,Louisiana,0,0,0,4,,,,,,,,,,,,,,,,,
2020,7,246,MIA,PerrMa00,Malcolm Perry,RB,Navy,0,0,0,9,3,5,0,0,0,1,0,9,13,92,1,0,0,114,33,4,0
2019,1,24,OAK,JacoJo01,Josh Jacobs,RB,Alabama,1,2,5,74,1380,5906,46,11,7,302,0,204,263,1517,0,2,1,38,1559,65,0
2019,2,53,PHI,SandMi01,Miles Sanders,RB,Penn St.,0,1,4,74,943,4432,24,11,7,201,4,163,233,1137,3,1,1,279,1163,43,0
2019,3,70,LAR,HendDa00,Darrell Henderson,RB,Memphis,0,0,1,54,446,1861,15,0,0,108,0,79,111,616,4,0,0,124,637,27,0
2019,3,73,CHI,MontDa01,David Montgomery,RB,Iowa St.,0,0,4,75,1236,5069,44,7,5,292,2,185,234,1456,4,2,2,243,1349,72,0
2019,3,74,BUF,SingDe00,Devin Singletary,RB,Florida Atlantic,0,0,5,79,1037,4659,26,13,7,241,0,219,284,1483,4,3,0,102,1556,60,0
2019,3,87,NWE,HarrDa06,Damien Harris,RB,Alabama,0,0,3,44,481,2218,21,3,2,118,0,43,54,304,0,0,0,21,292,12,0
2019,3,102,MIN,MattAl01,Alexander Mattison,RB,Boise St.,0,0,1,76,602,2420,13,4,4,123,0,109,140,810,7,0,0,44,822,31,0
2019,4,112,WAS,LoveBr00,Bryce Love,RB,Stanford,0,0,0,,,,,,,,,,,,,,,,,,
2019,4,113,BAL,HillJu00,Justice Hill,RB,Oklahoma St.,0,0,0,60,229,1061,5,1,1,53,0,75,100,518,1,2,1,12,604,24,0
2019,4,122,PIT,SnelBe00,Benny Snell Jr.,RB,Kentucky,0,0,0,63,,,,,,,,,,,,,,,,,
2019,4,128,DAL,PollTo00,Tony Pollard,RB,Memphis,0,1,1,80,841,3948,25,2,2,197,2,201,259,1450,5,4,0,96,1494,63,0
2019,5,140,JAX,ArmsRy00,Ryquell Armstead,RB,Temple,0,0,0,18,50,188,0,0,0,8,0,17,28,160,2,0,0,44,132,10,0
2019,5,152,ATL,OlliQa00,Qadree Ollison,RB,Pittsburgh,0,0,0,24,44,158,5,2,1,14,0,5,8,19,0,0,0,3,10,2,0
2019,5,154,CAR,ScarJo00,Jordan Scarlett,RB,Florida,0,0,0,10,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6,182,CIN,WillTr06,Trayveon Williams,RB,Texas A&M,0,0,0,52,62,307,0,1,1,12,0,15,19,74,0,0,0,-26,95,2,0
2019,6,186,DET,JohnTy02,Ty Johnson,RB,Maryland,0,0,0,73,259,1147,4,2,1,55,0,98,147,805,5,1,1,380,707,39,0
2019,6,194,GNB,WillDe07,Dexter Williams,RB,Notre Dame,0,0,0,7,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6,204,SEA,HomeTr00,Travis Homer,RB,Miami (FL),0,0,0,66,100,494,1,1,0,22,0,55,66,496,2,1,1,75,443,24,0
2019,6,211,CIN,AndeRo02,Rodney Anderson,RB,Oklahoma,0,0,0,,,,,,,,,,,,,,,,,,
2019,6,214,KAN,ThomDa06,Darwin Thompson,RB,Utah St.,0,0,0,26,66,232,2,1,1,17,0,16,23,108,1,1,0,-42,150,5,0
2019,7,218,DAL,WebeMi00,Mike Weber,RB,Ohio St.,0,0,0,,,,,,,,,,,,,,,,,,
2019,7,220,HOU,GillCu00,Cullen Gillaspia,RB,Texas A&M,0,0,0,44,0,0,0,0,0,0,0,1,1,6,0,0,0,-2,8,0,0
2019,7,222,CHI,WhytKe00,Kerrith Whyte Jr,RB,Florida Atlantic,0,0,0,6,,,,,,,,,,,,,,,,,
2019,7,233,MIA,CoxxCh01,Chandler Cox,RB,Auburn,0,0,0,21,0,0,0,0,0,0,0,2,2,9,0,0,0,2,7,1,0
2019,7,234,MIA,GaskMy00,Myles Gaskin,RB,Washington,0,0,1,42,362,1352,7,4,3,61,0,101,128,701,6,0,0,61,704,27,0
2018,1,2,NYG,BarkSa00,Saquon Barkley,RB,Penn St.,0,2,5,75,1282,5676,41,4,3,256,4,305,416,2230,13,2,0,266,2348,95,1
2018,1,27,SEA,PennRa00,Rashaad Penny,RB,San Diego St.,0,0,0,45,352,1980,13,2,1,81,0,28,37,227,1,0,0,2,260,11,0
2018,1,31,NWE,MichSo00,Sony Michel,RB,Georgia,0,0,2,65,890,3720,24,4,3,210,0,62,95,449,2,0,0,-16,486,22,0
2018,2,35,CLE,ChubNi00,Nick Chubb,RB,Georgia,0,4,5,77,1270,6675,48,6,5,311,1,129,171,1084,5,1,1,69,1179,48,0
2018,2,38,TAM,JoneRo01,Ronald Jones II,RB,USC,0,0,2,61,,,,,,,,,,,,,,,,,
2018,2,43,DET,JohnKe06,Kerryon Johnson,RB,Auburn,0,0,1,35,283,1225,8,3,3,63,0,61,80,527,3,0,0,42,566,29,0
2018,2,59,WAS,GuicDe00,Derrius Guice,RB,LSU,0,0,0,5,42,245,2,0,0,9,0,7,9,79,1,0,0,-3,86,2,0
2018,3,71,DEN,FreeRo00,Royce Freeman,RB,Oregon,0,0,0,79,471,1792,10,2,2,94,0,86,109,532,1,0,0,34,509,21,0
2018,4,104,IND,HineNy00,Nyheim Hines,RB,North Carolina St.,0,0,0,81,315,1301,10,1,0,77,1,243,315,1797,8,2,1,542,1618,95,0
2018,4,112,CIN,WaltMa00,Mark Walton,RB,Miami (FL),0,0,0,21,67,235,0,0,0,16,0,20,29,130,0,1,1,-35,154,4,0
2018,4,126,ATL,SmitIt00,Ito Smith,RB,Southern Miss,0,0,0,36,176,693,7,1,0,37,0,55,72,314,0,1,0,17,313,14,0
2018,4,131,MIA,BallKa00,Kalen Ballage,RB,Arizona St.,0,0,1,52,217,678,7,2,1,49,0,54,79,293,0,0,0,-39,386,11,0
2018,4,134,ARI,EdmoCh00,Chase Edmonds,RB,Fordham,0,0,1,83,469,2031,11,2,0,99,0,161,210,1185,6,2,1,181,1132,55,0
2018,5,169,IND,WilkJo01,Jordan Wilkins,RB,Mississippi,0,0,0,54,210,1018,4,0,0,46,1,41,53,262,0,2,2,-40,324,7,0
2018,6,176,LAR,KellJo00,John Kelly,RB,Tennessee,0,0,0,14,32,96,0,0,0,7,0,2,3,27,0,0,0,-6,27,1,0
2018,6,201,NOR,ScotBo02,Boston Scott,RB,Louisiana Tech,0,0,0,75,324,1415,19,3,1,81,0,76,95,599,1,1,0,48,659,24,0
2018,6,204,NYJ,CannTr00,Trenton Cannon,RB,Virginia St.,0,0,0,48,51,150,1,0,0,9,0,20,28,160,0,0,0,160,131,5,0
2018,7,226,DEN,WillDa011,David Williams,RB,Arkansas,0,0,0,6,,,,,,,,,,,,,,,,,
2018,7,236,DAL,ScarBo01,Bo Scarbrough,RB,Alabama,0,0,0,7,95,408,1,1,1,16,0,1,4,5,0,0,0,-8,8,0,0
2018,7,237,DET,BawdNi00,Nick Bawden,RB,San Diego St.,0,0,0,35,2,4,1,0,0,1,0,8,10,58,0,0,0,8,53,3,0
2018,7,251,LAC,JackJu01,Justin Jackson,RB,Northwestern,0,0,0,59,251,1219,5,1,1,64,0,80,102,631,1,0,0,-50,715,28,1
2017,1,4,JAX,FourLe00,Leonard Fournette,RB,LSU,0,0,5,81,1296,5122,43,2,0,266,0,347,431,2473,8,2,1,59,2571,129,0
2017,1,8,CAR,McCaCh01,Christian McCaffrey,RB,Stanford,2,3,5,91,1402,6707,58,9,5,336,1,546,677,4634,32,3,0,931,4248,244,0
2017,2,41,MIN,CookDa01,Dalvin Cook,RB,Florida St.,0,4,5,88,1409,6402,49,18,14,315,4,251,327,1926,5,3,1,-454,2296,91,0
2017,2,48,CIN,MixoJo00,Joe Mixon,RB,Oklahoma,0,1,5,98,1716,7021,52,3,3,370,0,315,386,2340,13,3,1,-244,2638,91,1
2017,3,67,NOR,KamaAl00,Alvin Kamara,RB,Tennessee,0,5,5,102,1469,6471,61,7,4,350,6,548,694,4625,25,3,2,786,4389,205,1
2017,3,86,KAN,HuntKa00,Kareem Hunt,RB,Toledo,0,1,2,91,1063,4584,45,4,1,257,1,236,296,1919,18,1,0,235,1870,100,0
2017,3,89,HOU,ForeDO00,D'Onta Foreman,RB,Texas,0,0,1,53,573,2442,14,8,2,113,1,35,49,351,3,0,0,60,297,19,0
2017,3,105,PIT,ConnJa00,James Conner,RB,Pittsburgh,0,2,5,92,1186,5121,55,12,3,304,1,245,296,1881,10,1,1,-166,2157,89,3
2017,4,114,WAS,PeriSa00,Samaje Perine,RB,Oklahoma,0,0,1,94,477,1915,9,3,3,93,0,168,202,1301,7,2,1,-73,1432,60,0
2017,4,119,CHI,CoheTa00,Tarik Cohen,RB,North Carolina A&T,1,1,2,51,265,1101,5,4,3,55,0,212,280,1602,9,2,1,720,1322,58,0
2017,4,121,SFO,WillJo12,Joe Williams,RB,Utah,0,0,0,,,,,,,,,,,,,,,,,,
2017,4,132,PHI,PumpDo00,Donnel Pumphrey,RB,San Diego St.,0,0,0,,,,,,,,,,,,,,,,,,
2017,4,134,GNB,WillJa06,Jamaal Williams,RB,BYU,0,0,3,104,1064,4131,32,5,2,248,3,187,231,1298,8,0,0,54,1345,63,1
2017,4,140,NYG,GallWa00,Wayne Gallman,RB,Clemson,0,0,1,61,366,1548,9,5,2,73,0,81,115,519,2,2,1,95,506,24,0
2017,4,143,IND,MackMa00,Marlon Mack,RB,South Florida,0,0,2,55,616,2762,22,2,1,160,3,67,97,553,3,1,1,-91,640,18,0
2017,5,156,ATL,HillBr02,Brian Hill,RB,Wyoming,0,0,0,48,209,982,3,2,2,44,0,38,48,313,1,1,0,70,253,12,0
2017,5,162,TAM,McNiJe00,Jeremy McNichols,RB,Boise St.,0,0,0,38,92,369,1,0,0,15,0,40,55,295,1,0,0,6,306,11,0
2017,5,179,ARI,LogaT.00,T.J. Logan,RB,North Carolina,0,0,0,22,5,12,0,0,0,0,0,9,10,50,0,0,0,28,48,2,0
2017,5,182,GNB,JoneAa00,Aaron Jones,RB,Texas-El Paso,0,1,6,98,1323,6679,53,9,5,336,0,308,410,2375,20,9,5,234,2533,112,2
2017,6,188,NYJ,McGuEl00,Elijah McGuire,RB,Louisiana,0,0,0,24,180,591,4,3,3,29,1,36,57,370,2,1,1,216,311,19,0
2017,6,203,DEN,HendDe01,De'Angelo Henderson,RB,Coastal Carolina,0,0,0,8,,,,,,,,,,,,,,,,,
2017,6,207,CIN,WilsBr01,Brandon Wilson,RB,Houston,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,238,GNB,MaysDe00,Devante Mays,RB,Utah St.,0,0,0,8,4,1,0,2,1,0,0,3,3,0,0,0,0,-5,5,0,0
2017,7,241,TEN,MuhaKh00,Khalfani Muhammad,RB,California,0,0,0,,,,,,,,,,,,,,,,,,
2017,7,242,OAK,HoodEl00,Elijah Hood,RB,North Carolina,0,0,0,1,,,,,,,,,,,,,,,,,
2017,7,249,SEA,CarsCh00,Chris Carson,RB,Oklahoma St.,0,0,3,49,798,3599,24,11,6,204,1,110,136,808,7,1,1,36,840,35,0
2017,7,252,CLE,DayeMa00,Matthew Dayes,RB,North Carolina St.,0,0,0,23,,,,,,,,,,,,,,,,,
2023,1,8,ATL,RobiBi01,Bijan Robinson,RB,Texas,0,0,1,18,262,1172,5,4,3,62,0,69,98,576,4,0,0,-5,641,29,0
2023,1,12,DET,GibbJa01,Jahmyr Gibbs,RB,Alabama,0,1,0,16,251,1296,14,3,2,60,0,74,98,466,1,0,0,5,511,28,0
2023,2,52,SEA,CharZa00,Zach Charbonnet,RB,UCLA,0,0,0,17,148,603,4,0,0,40,0,43,52,285,1,0,0,-39,319,9,0
2023,3,71,NOR,MillKe01,Kendre Miller,RB,TCU,0,0,0,8,41,156,1,0,0,10,0,10,11,117,0,0,0,-8,128,5,0
2023,3,81,TEN,SpeaTy00,Tyjae Spears,RB,Tulane,0,0,0,18,112,501,2,0,0,28,0,62,80,461,1,1,0,-28,552,20,0
2023,3,84,MIA,AchaDe00,De'Von Achane,RB,Texas A&M,0,0,0,12,,,,,,,,,,,,,,,,,
2023,3,88,JAX,BigsTa00,Tank Bigsby,RB,Auburn,0,0,0,18,64,214,2,1,1,15,0,1,4,6,0,0,0,6,5,0,0
2023,4,115,CHI,JohnRo07,Roschon Johnson,RB,Texas,0,0,0,15,89,382,2,1,0,19,0,38,45,241,0,0,0,-23,268,7,0
2023,5,143,NYJ,AbanIs00,Israel Abanikanda,RB,Pittsburgh,0,0,0,6,22,70,0,0,0,3,0,7,11,43,0,0,0,6,46,2,0
2023,5,163,CIN,BrowCh10,Chase Brown,RB,Illinois,0,0,0,13,58,283,0,1,0,11,0,19,21,175,1,0,0,-43,207,4,0
2023,5,172,NYG,GrayEr01,Eric Gray,RB,Oklahoma,0,0,0,14,21,55,0,1,0,3,0,7,8,31,0,0,0,-13,54,0,0
2023,5,176,IND,HullEv00,Evan Hull,RB,Northwestern,0,0,0,1,1,1,0,0,0,0,0,1,1,6,0,0,0,3,3,0,0
2023,6,193,WAS,RodrCh00,Chris Rodriguez,RB,Kentucky,0,0,0,13,51,247,2,1,1,14,0,2,2,12,0,0,0,-7,19,1,0
2023,6,212,DAL,VaugDe00,Deuce Vaughn,RB,Kansas St.,0,0,0,8,30,60,0,0,0,1,0,9,10,54,0,0,0,-4,57,1,0
2023,6,215,LAR,EvanZa00,Zach Evans,RB,Mississippi,0,0,0,10,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,7,222,MIN,McBrDe00,DeWayne McBride,RB,Ala-Birmingham,0,0,0,,,,,,,,,,,,,,,,,,
2023,7,235,GNB,NichLe00,Lew Nichols,RB,Central Michigan,0,0,0,,,,,,,,,,,,,,,,,,
2023,7,237,SEA,McInKe00,Kenny McIntosh,RB,Georgia,0,0,0,4,3,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024,2,46,CAR,BrooJo02,Jonathon Brooks,RB,Texas,0,0,0,,,,,,,,,,,,,,,,,,
2024,3,66,ARI,BensTr01,Trey Benson,RB,Florida St.,0,0,0,1,16,31,0,0,0,2,0,2,2,12,0,0,0,-10,22,0,0
2024,3,83,LAR,CoruBl00,Blake Corum,RB,Michigan,0,0,0,1,8,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2024,3,88,GNB,LloyMa00,MarShawn Lloyd,RB,USC,0,0,0,,6,15,0,0,0,0,0,1,1,3,0,0,0,-5,8,0,0
2024,4,120,MIA,WrigJa04,Jaylen Wright,RB,Tennessee,0,0,0,,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,4,125,TAM,IrviBu00,Bucky Irving,RB,Oregon,0,0,0,1,25,154,0,0,0,5,0,5,6,28,0,0,0,-19,37,1,0
2024,4,127,PHI,ShipWi00,Will Shipley,RB,Clemson,0,0,0,1,,,,,,,,,,,,,,,,,
2024,4,128,BUF,DaviRa04,Ray Davis,RB,Kentucky,0,0,0,1,19,64,1,0,0,4,0,3,3,14,0,0,0,-14,28,1,0
2024,4,129,SFO,GuerIs00,Isaac Guerendo,RB,Louisville,0,0,0,1,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,4,134,NYJ,AlleBr05,Braelon Allen,RB,Wisconsin,0,0,0,1,19,96,1,0,0,5,0,6,8,45,1,0,0,-4,49,2,0
2024,5,147,DEN,EstiAu00,Audric Estime,RB,Notre Dame,0,0,0,1,2,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2024,5,165,BAL,AlixRa00,Rasheen Ali,RB,Marshall,0,0,0,,,,,,,,,,,,,,,,,,
2024,5,166,NYG,TracTy00,Tyrone Tracy,RB,Purdue,0,0,0,1,12,29,0,0,0,1,0,4,6,41,0,0,0,1,41,1,0
2024,5,167,JAX,RobiKe03,Keilan Robinson,RB,Texas,0,0,0,,,,,,,,,,,,,,,,,,
2024,5,173,NYJ,DaviIs00,Isaiah Davis,RB,South Dakota St.,0,0,0,1,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024,6,181,LAC,VidaKi00,Kimani Vidal,RB,Troy,0,0,0,,,,,,,,,,,,,,,,,,
2024,6,186,ATL,McClJa05,Jase McClellan,RB,Alabama,0,0,0,,,,,,,,,,,,,,,,,,
2024,6,205,HOU,JordJa00,Jawhar Jordan,RB,Louisville,0,0,0,,,,,,,,,,,,,,,,,,
2024,6,208,LVR,LaubDy00,Dylan Laube,RB,New Hampshire,0,0,0,,,,,,,,,,,,,,,,,,
